,No. Pesanan,Status Pesanan,Nama Produk,Nama Variasi,Harga Setelah Diskon,Jumlah,Potongan Koin Shopee,Ongkos Kirim Dibayar oleh Pembeli,Total Pembayaran,Username (Pembeli),Kota/Kabupaten,Waktu Pembayaran,Pesanan Dibuat
2203,,,Cat lukis,"Biru muda,80ml",Rp 16.500,1,,,,,,,
2204,,,Cat lukis,"Hijau,80ml",Rp 16.500,1,,,,,,,
2205,200530ENKK1NXE,Selesai,Deli washable,,Rp 59.500,1,0.0,Rp 0,Rp 56.525,memyraa,KOTA JAKARTA SELATAN,2020-05-30 09:17,2020-05-30 09:17
2206,200530EPYKMFC1,Selesai,Mathematical Intelligence,,Rp 38.000,1,0.0,Rp 15.000,Rp 51.100,nengdiway,KAB. BANDUNG,2020-05-30 13:04,2020-05-30 09:42
2207,200530EQET0RV1,Selesai,Mathematical Intelligence,,Rp 38.000,1,0.0,Rp 10.000,Rp 75.500,lulabies_baby,KOTA BOGOR,2020-05-30 09:51,2020-05-30 09:50
2208,,,50-100pcs pompom,"100pcs,2,2cm",Rp 27.500,1,,,,,,,
2209,200530ERNX5QHF,Selesai,Animal play,Fish,Rp 49.500,1,0.0,Rp 0,Rp 49.500,heyflawless,KOTA JAKARTA SELATAN,2020-05-30 10:12,2020-05-30 10:12
2210,200530F0QPH9Q3,Selesai,Deli washable,,Rp 59.500,1,0.0,Rp 26.000,Rp 149.900,snafisah,KOTA MALANG,2020-05-30 12:36,2020-05-30 12:36
2211,,,Cat lukis,"Merah,20ml",Rp 5.900,1,,,,,,,
2212,,,Cat lukis,"Pink,20ml",Rp 5.500,1,,,,,,,
2213,,,Cat lukis,"Kuning,20ml",Rp 5.600,1,,,,,,,
2214,,,Cat lukis,"Biru muda,20ml",Rp 5.600,1,,,,,,,
2215,,,Cat lukis,"Hijau,20ml",Rp 5.800,1,,,,,,,
2216,,,Kanvas lukis,,Rp 12.500,1,,,,,,,
2217,,,Giant waterbeads,50 gram,Rp 10.500,1,,,,,,,
2218,,,Sponge brush,Flower,Rp 18.000,1,,,,,,,
2219,200530F3T9EDB2,Selesai,Animal play,Aquamarine,Rp 61.000,1,0.0,Rp 24.000,Rp 156.000,natabit,KOTA JAKARTA BARAT,2020-05-30 13:31,2020-05-30 13:31
2220,,,Montessori tray,1 set without beans,Rp 50.000,1,,,,,,,
2221,,,Giant waterbeads,50 gram,Rp 10.500,2,,,,,,,
2222,200530F41PNGRP,Selesai,Cat lukis,"Merah,20ml",Rp 5.900,1,159.0,Rp 0,Rp 16.941,felice_gw,KOTA JAKARTA UTARA,2020-05-30 13:36,2020-05-30 13:35
2223,,,Cat lukis,"Kuning,20ml",Rp 5.600,1,,,,,,,
2224,,,Cat lukis,"Biru muda,20ml",Rp 5.600,1,,,,,,,
2225,200530F99MQ0VQ,Selesai,Cat lukis,"Merah,20ml",Rp 5.900,1,0.0,Rp 20.000,Rp 81.655,nima85,KAB. BOGOR,2020-05-30 15:09,2020-05-30 15:09
2226,,,Cat lukis,"Orange,20ml",Rp 5.800,1,,,,,,,
2227,,,Cat lukis,"Kuning,20ml",Rp 5.600,1,,,,,,,
2228,,,Cat lukis,"Biru muda,20ml",Rp 5.600,1,,,,,,,
2229,,,Cat lukis,"Hijau,20ml",Rp 5.800,1,,,,,,,
2230,,,Cat lukis,"Hitam,20ml",Rp 5.600,1,,,,,,,
2231,,,Cat lukis,"Putih,20ml",Rp 5.600,1,,,,,,,
2232,,,Kanvas lukis,,Rp 12.500,2,,,,,,,
2233,200530FD4W8VQM,Batal,Deli washable,,Rp 59.500,1,0.0,Rp 10.000,Rp 69.500,anaalwayslouphawan,KAB. TANGERANG,-,2020-05-30 16:18
2234,200530FDF9BW3B,Selesai,Deli washable,,Rp 59.500,1,0.0,Rp 10.000,Rp 72.000,anaalwayslouphawan,KAB. TANGERANG,2020-05-30 17:46,2020-05-30 16:24
2235,200530FWWW75G7,Selesai,Cat lukis,"Merah,20ml",Rp 5.900,1,0.0,Rp 0,Rp 22.900,meiritasari,KOTA BENGKULU,2020-05-30 22:05,2020-05-30 21:18
2236,,,Cat lukis,"Kuning,20ml",Rp 5.600,1,,,,,,,
2237,,,Cat lukis,"Hijau,20ml",Rp 5.800,1,,,,,,,
2238,,,Cat lukis,"Coklat,20ml",Rp 5.600,1,,,,,,,
2239,200530G1SER6QD,Selesai,Kanvas lukis,,Rp 12.500,3,8907.0,Rp 20.000,Rp 46.718,mickle.clement,KOTA JAKARTA TIMUR,2020-05-30 22:28,2020-05-30 22:28
2240,200531HBYHUE16,Selesai,Animal play,Fish,Rp 49.500,1,6406.0,Rp 20.000,Rp 75.594,shesiliaagnesti,KAB. MAJALENGKA,2020-06-01 10:32,2020-05-31 11:03
2241,,,Kanvas lukis,,Rp 12.500,1,,,,,,,
2242,200531JAWH6BVE,Selesai,Kanvas lukis,,Rp 16.450,2,0.0,Rp 0,Rp 32.900,ririnputong,KOTA JAKARTA UTARA,2020-05-31 20:17,2020-05-31 20:16
2243,200531JFPEF9XG,Selesai,Animal play,Aquamarine,Rp 61.000,1,0.0,Rp 0,Rp 57.950,g.anggraeni,KOTA TANGERANG SELATAN,2020-05-31 21:42,2020-05-31 21:42
2244,200601KT0G8Y3A,Selesai,Cat lukis,"Merah,20ml",Rp 5.900,7,0.0,Rp 17.000,Rp 506.400,jessicasartika,KOTA JAKARTA UTARA,2020-06-01 11:27,2020-06-01 10:19
2245,,,Cat lukis,"Pink,20ml",Rp 5.500,7,,,,,,,
2246,,,Cat lukis,"Orange,20ml",Rp 5.800,7,,,,,,,
2247,,,Cat lukis,"Kuning,20ml",Rp 5.600,7,,,,,,,
2248,,,Cat lukis,"Biru muda,20ml",Rp 5.600,7,,,,,,,
2249,,,Cat lukis,"Hijau,20ml",Rp 5.800,7,,,,,,,
2250,,,Giant waterbeads,50 gram,Rp 10.000,25,,,,,,,
2251,200601KW8C3NP9,Selesai,Deli washable,,Rp 59.500,1,0.0,Rp 10.000,Rp 70.543,nursitas,KOTA TANGERANG SELATAN,2020-06-01 11:18,2020-06-01 11:17
2252,200601KYXSUP52,Selesai,Cat lukis,"Merah,20ml",Rp 5.900,1,0.0,Rp 20.000,Rp 227.900,nndprmtsr,KAB. BOGOR,2020-06-01 12:05,2020-06-01 12:05
2253,,,Cat lukis,"Pink,20ml",Rp 5.500,1,,,,,,,
2254,,,Cat lukis,"Kuning,20ml",Rp 5.600,1,,,,,,,
2255,,,Cat lukis,"Biru muda,20ml",Rp 5.600,1,,,,,,,
2256,,,Cat lukis,"Hijau,20ml",Rp 5.800,1,,,,,,,
2257,,,Sort the,Pompom - ulat,Rp 70.500,1,,,,,,,
2258,,,DIY metamorfosis,,Rp 38.000,1,,,,,,,
2259,,,Kanvas lukis,,Rp 12.500,4,,,,,,,
2260,,,Giant waterbeads,50 gram,Rp 10.500,1,,,,,,,
2261,,,Sponge brush,Flower,Rp 18.000,1,,,,,,,
2262,200601M1QBYH0D,Selesai,Cat lukis,"Merah,20ml",Rp 5.900,2,0.0,Rp 10.000,Rp 108.350,thaniasinaga19,KOTA TANGERANG,2020-06-01 12:37,2020-06-01 12:37
2263,,,Cat lukis,"Pink,20ml",Rp 5.500,1,,,,,,,
2264,,,Cat lukis,"Orange,20ml",Rp 5.800,1,,,,,,,
2265,,,Cat lukis,"Kuning,20ml",Rp 5.600,2,,,,,,,
2266,,,Cat lukis,"Biru muda,20ml",Rp 5.600,2,,,,,,,
2267,,,Cat lukis,"Hijau,20ml",Rp 5.800,1,,,,,,,
2268,,,Cat lukis,"Hitam,20ml",Rp 5.600,1,,,,,,,
2269,,,Kanvas lukis,,Rp 16.450,1,,,,,,,
2270,,,Kanvas lukis,,Rp 12.500,2,,,,,,,
2271,200601MX4CXU0W,Selesai,Kanvas lukis,,Rp 16.450,4,0.0,Rp 40.000,Rp 144.792,feyolagiselle,KOTA JAKARTA SELATAN,2020-06-02 07:29,2020-06-01 21:05
2272,,,Kanvas lukis,,Rp 12.500,3,,,,,,,
2273,200601N1G5WDNE,Selesai,Mathematical Intelligence,,Rp 38.000,1,0.0,Rp 10.000,Rp 48.000,auliyarahmawati,KAB. BOGOR,2020-06-01 22:07,2020-06-01 22:06
2274,200602N59215MS,Selesai,Mathematical Intelligence,,Rp 38.000,1,0.0,Rp 0,Rp 151.235,churyani,KOTA BANDUNG,2020-06-01 23:14,2020-06-01 23:13
2275,,,Sort the,Pompom - ulat,Rp 70.500,1,,,,,,,
2276,,,Coding and,,Rp 48.000,1,,,,,,,
2277,200602N77SJF1C,Selesai,Animal play,Dino,Rp 53.500,1,0.0,Rp 4.000,Rp 175.500,churyani,KOTA BANDUNG,2020-06-01 23:49,2020-06-01 23:48
2278,,,Animal play,Aquamarine,Rp 61.000,1,,,,,,,
2279,,,Animal play,Animal forest,Rp 62.000,1,,,,,,,
2280,200602NXCAST3N,Selesai,Cat lukis,"Merah,20ml",Rp 5.900,1,2717.0,Rp 0,Rp 137.683,indiraragandhi,KOTA JAKARTA SELATAN,2020-06-02 06:43,2020-06-02 06:43
2281,,,Cat lukis,"Kuning,20ml",Rp 5.600,1,,,,,,,
2282,,,Cat lukis,"Hijau,20ml",Rp 5.800,1,,,,,,,
2283,,,Cat lukis,"Coklat,20ml",Rp 5.600,1,,,,,,,
2284,,,Animal play,Fish,Rp 49.500,1,,,,,,,
2285,,,Montessori tray,1 set without beans,Rp 50.000,1,,,,,,,
2286,,,Sponge brush,Flower,Rp 18.000,1,,,,,,,
2287,200602NYKSD2G9,Batal,Cat lukis,"Merah,20ml",Rp 5.900,1,0.0,Rp 10.000,Rp 76.683,faradhiba31,KAB. BOGOR,-,2020-06-02 07:05
2288,,,Cat lukis,"Pink,20ml",Rp 5.500,1,,,,,,,
2289,,,Cat lukis,"Orange,20ml",Rp 5.800,1,,,,,,,
2290,,,Cat lukis,"Kuning,20ml",Rp 5.600,1,,,,,,,
2291,,,Cat lukis,"Biru muda,20ml",Rp 5.600,1,,,,,,,
2292,,,Cat lukis,"Hijau,20ml",Rp 5.800,1,,,,,,,
2293,,,Cat lukis,"Hitam,20ml",Rp 5.600,1,,,,,,,
2294,,,Cat lukis,"Putih,20ml",Rp 5.600,1,,,,,,,
2295,,,Cat lukis,"Coklat,20ml",Rp 5.600,1,,,,,,,
2296,,,Sponge brush,Flower,Rp 18.000,1,,,,,,,
2297,200602P22TGT9G,Selesai,Mathematical Intelligence,,Rp 38.000,2,2565.0,Rp 4.000,Rp 74.371,dillaadiliaresta,KOTA TASIKMALAYA,2020-06-02 07:49,2020-06-02 07:49
2298,200602P4GQ7WQN,Selesai,Animal play,Aquamarine,Rp 61.000,1,0.0,Rp 1.000,Rp 62.000,hannafury15,KOTA CIMAHI,2020-06-02 08:33,2020-06-02 08:32
2299,200602PC9PHQ90,Selesai,Cat lukis,"Putih,80ml",Rp 16.500,2,1093.0,Rp 0,Rp 87.257,shawrahijab,KOTA JAKARTA SELATAN,2020-06-02 10:52,2020-06-02 10:52
2300,,,Montessori tray,Tray saja,Rp 30.000,2,,,,,,,
2301,200602PG0X5XX2,Selesai,Mathematical Intelligence,,Rp 41.000,1,0.0,Rp 27.000,Rp 116.000,zanithaalfirsty,KAB. SUKOHARJO,2020-06-02 12:02,2020-06-02 11:58
2302,,,Coding and,,Rp 48.000,1,,,,,,,
2303,200602PG1SFDWA,Selesai,Wipe and,,Rp 65.000,1,0.0,Rp 0,Rp 65.000,afinacandarini,KOTA DEPOK,2020-06-02 11:59,2020-06-02 11:59
2304,200602PNNNXQAC,Selesai,Giant waterbeads,50 gram,Rp 10.000,25,0.0,Rp 17.000,Rp 259.500,jessicasartika,KOTA JAKARTA UTARA,2020-06-02 13:41,2020-06-02 13:39
2305,200602PW1AH810,Selesai,Cat lukis,"Merah,80ml",Rp 17.500,1,0.0,Rp 0,Rp 67.000,nadia_adzani,KOTA JAKARTA SELATAN,2020-06-02 15:51,2020-06-02 15:51
2306,,,Cat lukis,"Kuning,80ml",Rp 16.500,1,,,,,,,
2307,,,Cat lukis,"Biru muda,80ml",Rp 16.500,1,,,,,,,
2308,,,Cat lukis,"Hijau,80ml",Rp 16.500,1,,,,,,,
2309,200602Q6SQ049K,Selesai,Deli washable,,Rp 59.500,1,0.0,Rp 0,Rp 59.500,nadyaaira1,KOTA JAKARTA BARAT,2020-06-02 18:46,2020-06-02 18:46
2310,200602QC2T4RJX,Selesai,Giant waterbeads,50 gram,Rp 10.500,1,0.0,Rp 10.000,Rp 38.500,aprilmoonshop,KAB. BOGOR,2020-06-02 20:21,2020-06-02 20:20
2311,,,Sponge brush,Flower,Rp 18.000,1,,,,,,,
2312,200603R39727KD,Selesai,Deli washable,,Rp 59.500,1,0.0,Rp 7.000,Rp 114.500,ayut77,KAB. KARANGANYAR,2020-06-03 03:16,2020-06-03 03:16
2313,,,Coding and,,Rp 48.000,1,,,,,,,
2314,200603S2RVNVJV,Selesai,Deli washable,,Rp 59.500,1,0.0,Rp 0,Rp 56.525,giginacyla,KOTA BEKASI,2020-06-03 12:39,2020-06-03 12:39
2315,200603S8792U63,Selesai,Wipe and,,Rp 65.000,1,611.0,Rp 0,Rp 64.389,mgtiara,KOTA JAKARTA SELATAN,2020-06-03 14:17,2020-06-03 14:17
2316,200603SC19BFGW,Selesai,Sort the,Pompom - ulat,Rp 70.500,1,0.0,Rp 0,Rp 81.000,evijuniari,KOTA JAKARTA BARAT,2020-06-03 15:25,2020-06-03 15:25
2317,,,Giant waterbeads,50 gram,Rp 10.500,1,,,,,,,
2318,200603SD9QGRBV,Selesai,50-100pcs pompom,"50pcs,2,2cm",Rp 14.000,1,1223.0,Rp 0,Rp 54.777,dihamadihah,KOTA JAKARTA SELATAN,2020-06-03 15:48,2020-06-03 15:47
2319,,,Giant waterbeads,50 gram,Rp 10.500,4,,,,,,,
2320,200603SYKSH2QD,Selesai,Coding and,,Rp 48.000,2,0.0,Rp 24.000,Rp 276.500,nurlailasukma,KOTA BANDUNG,2020-06-03 21:17,2020-06-03 21:15
2321,,,Animal play,Aquamarine,Rp 61.000,1,,,,,,,
2322,,,Wipe and,,Rp 38.000,1,,,,,,,
2323,,,Wipe and,,Rp 65.000,1,,,,,,,
2324,200603T2GTRWF3,Selesai,Animal play,Aquamarine,Rp 61.000,1,0.0,Rp 0,Rp 61.000,melaniewijay,KOTA JAKARTA BARAT,2020-06-03 22:08,2020-06-03 22:07
2325,200603T4YHHRGD,Selesai,Feed the,Dino,Rp 10.000,3,0.0,Rp 0,Rp 50.000,leesa_245,KOTA TANGERANG SELATAN,2020-06-03 22:52,2020-06-03 22:51
2326,,,Feed the,Seahorse,Rp 10.000,2,,,,,,,
2327,200603T58CRTC1,Selesai,Cat lukis,"Merah,20ml",Rp 5.900,1,0.0,Rp 17.000,Rp 132.200,anisa2510,KOTA JAKARTA TIMUR,2020-06-03 22:58,2020-06-03 22:56
2328,,,Cat lukis,"Orange,20ml",Rp 5.800,1,,,,,,,
2329,,,Cat lukis,"Kuning,20ml",Rp 5.600,1,,,,,,,
2330,,,Cat lukis,"Biru muda,20ml",Rp 5.600,1,,,,,,,
2331,,,Cat lukis,"Hijau,20ml",Rp 5.800,1,,,,,,,
2332,,,Kanvas lukis,,Rp 12.500,3,,,,,,,
2333,,,Sponge brush,Flower,Rp 18.000,3,,,,,,,
2334,200604T5PQCMH2,Selesai,Animal play,Dino,Rp 53.500,1,0.0,Rp 0,Rp 139.500,virgiatm,KOTA JAKARTA UTARA,2020-06-03 23:04,2020-06-03 23:04
2335,,,Animal play,Aquamarine,Rp 61.000,1,,,,,,,
2336,,,Montessori tray,Tray saja,Rp 30.000,1,,,,,,,
2337,200604UEHD009H,Batal,Cat lukis,"Merah,20ml",Rp 5.900,1,0.0,Rp 10.000,Rp 33.100,almer.fazri,KAB. TANGERANG,-,2020-06-04 11:15
2338,,,Cat lukis,"Orange,20ml",Rp 5.800,1,,,,,,,
2339,,,Cat lukis,"Kuning,20ml",Rp 5.600,1,,,,,,,
2340,,,Cat lukis,"Hijau,20ml",Rp 5.800,1,,,,,,,
2341,200604UFVVEPW5,Selesai,Animal play,Aquamarine,Rp 61.000,1,10275.0,Rp 0,Rp 145.725,gta_shop,KOTA TANGERANG,2020-06-04 12:07,2020-06-04 11:39
2342,,,Animal play,Animal forest,Rp 62.000,1,,,,,,,
2343,,,Montessori tray,Tray saja,Rp 30.000,1,,,,,,,
2344,,,Giant waterbeads,50 gram,Rp 10.500,1,,,,,,,
2345,200604V3B3N05T,Selesai,Cat lukis,"Merah,20ml",Rp 5.900,1,0.0,Rp 20.000,Rp 97.000,mfitri24,KAB. BEKASI,2020-06-04 17:46,2020-06-04 17:27
2346,,,Cat lukis,"Orange,20ml",Rp 5.800,1,,,,,,,
2347,,,Cat lukis,"Kuning,20ml",Rp 5.600,1,,,,,,,
2348,,,Cat lukis,"Hijau,20ml",Rp 5.800,1,,,,,,,
2349,,,Kanvas lukis,,Rp 16.450,2,,,,,,,
2350,,,Giant waterbeads,50 gram,Rp 10.500,2,,,,,,,
2351,200604VAAF1VEM,Selesai,Montessori tray,1 set without beans,Rp 50.000,1,0.0,Rp 10.000,Rp 61.200,putripamungkas092122,KAB. BOGOR,2020-06-04 19:34,2020-06-04 19:32
2352,200604VFEK3MTC,Selesai,Kanvas lukis,,Rp 16.450,2,30.0,Rp 10.000,Rp 41.225,anastone,KOTA JAKARTA BARAT,2020-06-04 21:04,2020-06-04 21:04
2353,200604VHTK3X4X,Selesai,Kanvas lukis,,Rp 12.500,6,0.0,Rp 21.000,Rp 96.000,putrialarasati,KOTA JAKARTA SELATAN,2020-06-04 21:47,2020-06-04 21:46
2354,200604VN4UWM5A,Selesai,Mathematical Intelligence,,Rp 41.000,1,8100.0,Rp 0,Rp 112.900,mamialhesa,KOTA TANGERANG SELATAN,2020-06-04 22:46,2020-06-04 22:46
2355,,,Coding and,,Rp 48.000,1,,,,,,,
2356,,,Busy jar,,Rp 37.000,1,,,,,,,
2357,2006050GABQ78S,Selesai,Cat lukis,"Merah,20ml",Rp 5.900,1,0.0,Rp 20.000,Rp 60.697,puspa.1305,KAB. SUKABUMI,2020-06-05 07:55,2020-06-05 07:52
2358,,,Cat lukis,"Pink,20ml",Rp 5.500,1,,,,,,,
2359,,,Cat lukis,"Orange,20ml",Rp 5.800,1,,,,,,,
2360,,,Cat lukis,"Kuning,20ml",Rp 5.600,1,,,,,,,
2361,,,Cat lukis,"Biru muda,20ml",Rp 5.600,1,,,,,,,
2362,,,Cat lukis,"Hijau,20ml",Rp 5.800,1,,,,,,,
2363,,,Cat lukis,"Coklat,20ml",Rp 5.600,1,,,,,,,
2364,2006050H3G9UJW,Selesai,Cat lukis,"Merah,80ml",Rp 17.500,1,0.0,Rp 10.000,Rp 147.864,dhannyp92,KOTA BEKASI,2020-06-05 09:04,2020-06-05 08:06
2365,,,Cat lukis,"Kuning,80ml",Rp 16.500,1,,,,,,,
2366,,,Cat lukis,"Biru muda,80ml",Rp 16.500,1,,,,,,,
2367,,,Cat lukis,"Hitam,80ml",Rp 16.500,1,,,,,,,
2368,,,Cat lukis,"Putih,80ml",Rp 16.500,1,,,,,,,
2369,,,Kanvas lukis,,Rp 16.450,2,,,,,,,
2370,,,Kanvas lukis,,Rp 12.500,2,,,,,,,
2371,2006050KNVM2HA,Selesai,Cat lukis,"Pink,80ml",Rp 16.500,1,0.0,Rp 10.000,Rp 122.210,fannyhannah,KOTA TANGERANG,2020-06-05 08:52,2020-06-05 08:52
2372,,,Cat lukis,"Orange,80ml",Rp 17.000,1,,,,,,,
2373,,,Cat lukis,"Hijau,80ml",Rp 16.500,1,,,,,,,
2374,,,Cat lukis,"Hitam,80ml",Rp 16.500,1,,,,,,,
2375,,,Cat lukis,"Putih,80ml",Rp 16.500,2,,,,,,,
2376,,,Cat lukis,"Coklat,80ml",Rp 16.500,1,,,,,,,
2377,2006050TU0574W,Selesai,Cat lukis,"Merah,80ml",Rp 17.500,1,0.0,Rp 12.000,Rp 74.095,cobapili,KOTA BANDAR LAMPUNG,2020-06-05 11:00,2020-06-05 11:00
2378,,,Cat lukis,"Kuning,80ml",Rp 16.500,1,,,,,,,
2379,,,Cat lukis,"Biru muda,80ml",Rp 16.500,1,,,,,,,
2380,,,Giant waterbeads,50 gram,Rp 10.500,1,,,,,,,
2381,2006050VHRAPS9,Selesai,Cat lukis,"Merah,20ml",Rp 5.900,1,4273.0,Rp 0,Rp 46.457,nabilasherylarasati,KOTA JAKARTA SELATAN,2020-06-05 11:31,2020-06-05 11:31
2382,,,Cat lukis,"Kuning,20ml",Rp 5.600,1,,,,,,,
2383,,,Cat lukis,"Biru muda,20ml",Rp 5.600,1,,,,,,,
2384,,,Cat lukis,"Hijau,20ml",Rp 5.800,1,,,,,,,
2385,,,Kanvas lukis,,Rp 12.500,1,,,,,,,
2386,,,Sponge brush,Flower,Rp 18.000,1,,,,,,,
2387,200605196CBA7G,Selesai,Montessori tray,Tray saja,Rp 30.000,4,0.0,Rp 40.000,Rp 162.400,priscillaliyady,KOTA SURABAYA,2020-06-05 15:20,2020-06-05 15:17
2388,2006051ATEK5RF,Selesai,Cat lukis,"Merah,80ml",Rp 17.500,1,274.0,Rp 0,Rp 94.426,auliawardhani,KOTA DEPOK,2020-06-05 15:46,2020-06-05 15:46
2389,,,Cat lukis,"Pink,80ml",Rp 16.500,1,,,,,,,
2390,,,Cat lukis,"Kuning,80ml",Rp 16.500,1,,,,,,,
2391,,,Cat lukis,"Biru muda,80ml",Rp 16.500,1,,,,,,,
2392,,,Cat lukis,"Hijau,80ml",Rp 16.500,1,,,,,,,
2393,,,Cat lukis,"Hitam,20ml",Rp 5.600,1,,,,,,,
2394,,,Cat lukis,"Putih,20ml",Rp 5.600,1,,,,,,,
2395,2006051C72QCS0,Selesai,Cat lukis,"Merah,20ml",Rp 5.900,1,13620.0,Rp 10.000,Rp 50.862,hanna766hi,KOTA TANGERANG,2020-06-05 16:11,2020-06-05 16:11
2396,,,Cat lukis,"Pink,20ml",Rp 5.500,1,,,,,,,
2397,,,Cat lukis,"Kuning,20ml",Rp 5.600,1,,,,,,,
2398,,,Cat lukis,"Biru muda,20ml",Rp 5.600,1,,,,,,,
2399,,,Cat lukis,"Hijau,20ml",Rp 5.800,1,,,,,,,
2400,,,Kanvas lukis,,Rp 16.450,1,,,,,,,
2401,,,Kanvas lukis,,Rp 12.500,1,,,,,,,
2402,2006051QMBXKNC,Selesai,Coding and,,Rp 48.000,1,0.0,Rp 10.000,Rp 68.825,cutnadiya90,KOTA JAKARTA TIMUR,2020-06-05 19:36,2020-06-05 19:35
2403,,,Kanvas lukis,,Rp 12.500,1,,,,,,,
2404,20060627D8CMJF,Selesai,Wipe and,,Rp 38.000,1,285.0,Rp 0,Rp 35.815,luceeb,KOTA JAKARTA UTARA,2020-06-06 00:18,2020-06-06 00:18
2405,2006062PQJ68HY,Selesai,Cat lukis,"Putih,80ml",Rp 16.500,1,0.0,Rp 0,Rp 67.400,ayu_teawe,KOTA BEKASI,2020-06-06 04:52,2020-06-06 04:52
2406,,,Kanvas lukis,,Rp 16.450,2,,,,,,,
2407,,,Sponge brush,Flower,Rp 18.000,1,,,,,,,
2408,20060631CBJJ1G,Selesai,Cat lukis,"Merah,80ml",Rp 17.500,1,2419.0,Rp 18.000,Rp 105.498,belidiasha,KOTA PRABUMULIH,2020-06-06 08:02,2020-06-06 08:02
2409,,,Cat lukis,"Kuning,80ml",Rp 16.500,1,,,,,,,
2410,,,Cat lukis,"Biru muda,80ml",Rp 16.500,1,,,,,,,
2411,,,Cat lukis,"Hijau,80ml",Rp 16.500,1,,,,,,,
2412,,,Cat lukis,"Hitam,20ml",Rp 5.600,1,,,,,,,
2413,,,Cat lukis,"Putih,20ml",Rp 5.600,1,,,,,,,
2414,,,Kanvas lukis,,Rp 16.450,1,,,,,,,
2415,20060633P1MDX6,Selesai,Cat lukis,"Merah,20ml",Rp 5.900,1,0.0,Rp 9.000,Rp 43.100,rickayulianty,KAB. BEKASI,2020-06-06 08:44,2020-06-06 08:44
2416,,,Cat lukis,"Kuning,20ml",Rp 5.600,1,,,,,,,
2417,,,Cat lukis,"Biru muda,20ml",Rp 5.600,1,,,,,,,
2418,,,Cat lukis,"Hijau,20ml",Rp 5.800,1,,,,,,,
2419,,,Cat lukis,"Putih,20ml",Rp 5.600,1,,,,,,,
2420,,,Cat lukis,"Coklat,20ml",Rp 5.600,1,,,,,,,
2421,20060639W2756M,Selesai,Cat lukis,"Merah,20ml",Rp 5.900,1,0.0,Rp 18.000,Rp 137.837,ratrieria,KOTA BEKASI,2020-06-06 10:35,2020-06-06 10:35
2422,,,Cat lukis,"Pink,20ml",Rp 5.500,1,,,,,,,
2423,,,Cat lukis,"Orange,20ml",Rp 5.800,1,,,,,,,
2424,,,Cat lukis,"Kuning,20ml",Rp 5.600,1,,,,,,,
2425,,,Cat lukis,"Biru muda,20ml",Rp 5.600,1,,,,,,,
2426,,,Cat lukis,"Hijau,20ml",Rp 5.800,1,,,,,,,
2427,,,Cat lukis,"Hitam,20ml",Rp 5.600,1,,,,,,,
2428,,,Animal play,Animal forest,Rp 62.000,1,,,,,,,
2429,,,Giant waterbeads,50 gram,Rp 10.500,2,,,,,,,
2430,2006063EXMD6BY,Selesai,Cat lukis,"Merah,20ml",Rp 5.900,1,0.0,Rp 17.000,Rp 160.000,ruriirurii,KOTA JAKARTA UTARA,2020-06-06 12:05,2020-06-06 12:05
2431,,,Cat lukis,"Pink,20ml",Rp 5.500,1,,,,,,,
2432,,,Cat lukis,"Kuning,20ml",Rp 5.600,1,,,,,,,
2433,,,Cat lukis,"Biru muda,20ml",Rp 5.600,1,,,,,,,
2434,,,Cat lukis,"Hijau,20ml",Rp 5.800,1,,,,,,,
2435,,,Cat lukis,"Coklat,20ml",Rp 5.600,1,,,,,,,
2436,,,Coding and,,Rp 48.000,1,,,,,,,
2437,,,Animal play,Aquamarine,Rp 61.000,1,,,,,,,
2438,2006063H52NFBG,Selesai,Animal play,Animal forest,Rp 62.000,1,0.0,Rp 9.000,Rp 71.000,betatrisnaningsih,KOTA BEKASI,2020-06-06 12:46,2020-06-06 12:45
2439,2006063HA09WJV,Selesai,Sponge brush,Flower,Rp 18.000,1,0.0,Rp 0,Rp 18.000,misspinotnoir,KOTA JAKARTA UTARA,2020-06-06 12:48,2020-06-06 12:47
2440,2006063HUFAX7K,Batal,50-100pcs pompom,"50pcs,2,2cm",Rp 14.000,1,0.0,Rp 9.000,Rp 25.500,chevyharazuku,KOTA TANGERANG,-,2020-06-06 12:57
2441,2006063JV985RC,Selesai,Cat lukis,"Pink,20ml",Rp 5.500,1,0.0,Rp 21.000,Rp 147.700,restupinasthika,KOTA JAKARTA BARAT,2020-06-06 13:16,2020-06-06 13:15
2442,,,Cat lukis,"Merah,80ml",Rp 17.500,1,,,,,,,
2443,,,Cat lukis,"Kuning,80ml",Rp 16.500,1,,,,,,,
2444,,,Cat lukis,"Hijau,80ml",Rp 16.500,1,,,,,,,
2445,,,Cat lukis,"Hitam,20ml",Rp 5.600,1,,,,,,,
2446,,,Cat lukis,"Putih,20ml",Rp 5.600,1,,,,,,,
2447,,,Cat lukis,"Coklat,80ml",Rp 16.500,1,,,,,,,
2448,,,Kanvas lukis,,Rp 12.500,2,,,,,,,
2449,,,Sponge brush,Flower,Rp 18.000,1,,,,,,,
2450,2006063PD2EPCJ,Selesai,Giant waterbeads,50 gram,Rp 10.500,1,0.0,Rp 0,Rp 10.500,sarahwidya06,KOTA JAKARTA TIMUR,2020-06-06 14:19,2020-06-06 14:19
